timestamp,	input,	theta,	theta_dot,	pos,	vel
11536,	15.19,	-0.00,	-0.04,	2.04,	1.17
11546,	-75.17,	-0.00,	-0.02,	2.05,	0.42
11556,	3.28,	-0.00,	-0.01,	2.06,	0.45
11567,	-1.96,	-0.00,	-0.01,	2.06,	0.43
11577,	-1.85,	-0.00,	-0.01,	2.06,	0.41
11587,	-1.53,	-0.00,	-0.00,	2.07,	0.40
11597,	-2.26,	-0.00,	-0.00,	2.07,	0.37
11607,	-2.54,	-0.00,	-0.08,	2.08,	0.35
11617,	-102.09,	-0.00,	0.02,	2.07,	-0.67
11627,	73.40,	-0.00,	0.06,	2.07,	0.07
11637,	86.32,	-0.00,	0.04,	2.08,	0.94
11647,	14.73,	-0.00,	0.01,	2.09,	1.09
11657,	22.31,	-0.00,	-0.07,	2.10,	1.31
11667,	-74.31,	-0.00,	-0.03,	2.11,	0.55
11677,	5.70,	-0.00,	-0.02,	2.11,	0.61
11687,	0.61,	-0.00,	0.06,	2.12,	0.62
11697,	100.18,	-0.00,	-0.05,	2.13,	1.63
11708,	-74.92,	-0.00,	-0.11,	2.14,	0.87
11718,	-88.42,	-0.00,	-0.04,	2.15,	-0.03
11728,	-17.17,	-0.00,	0.06,	2.15,	-0.20
11738,	74.22,	-0.00,	0.02,	2.15,	0.54
11748,	-5.34,	-0.00,	-0.10,	2.15,	0.49
11758,	-98.71,	-0.00,	-0.06,	2.15,	-0.51
11768,	-23.63,	-0.00,	-0.06,	2.15,	-0.75
11778,	-32.79,	-0.00,	-0.01,	2.14,	-1.08
11788,	62.49,	-0.00,	0.07,	2.13,	-0.45
11798,	79.69,	-0.00,	-0.02,	2.13,	0.36
11808,	-91.72,	-0.00,	0.10,	2.13,	-0.57
11819,	88.99,	-0.00,	0.04,	2.13,	0.34
11829,	5.74,	0.00,	0.07,	2.13,	0.39
11839,	112.45,	-0.00,	-0.09,	2.14,	1.54
11849,	-61.00,	-0.00,	-0.05,	2.15,	0.92
11859,	25.81,	-0.00,	-0.02,	2.16,	1.19
11869,	23.33,	-0.00,	-0.01,	2.18,	1.42
11879,	27.10,	-0.00,	-0.08,	2.19,	1.69
11889,	-68.55,	-0.00,	-0.11,	2.21,	1.00
11899,	-86.74,	-0.00,	-0.04,	2.21,	0.13
11909,	-14.69,	-0.00,	0.05,	2.21,	-0.02
11919,	76.82,	-0.00,	0.02,	2.22,	0.75
11929,	-2.06,	-0.00,	-0.06,	2.22,	0.73
11940,	-95.17,	-0.00,	-0.03,	2.23,	-0.23
11950,	-19.40,	-0.00,	-0.02,	2.22,	-0.43
11960,	-27.99,	-0.00,	0.07,	2.22,	-0.71
11970,	67.24,	-0.00,	0.07,	2.21,	-0.03
11980,	-13.11,	-0.00,	0.05,	2.21,	-0.16
11990,	88.98,	-0.00,	-0.03,	2.22,	0.73
12000,	-86.92,	-0.00,	-0.01,	2.22,	-0.14
12010,	-3.33,	-0.00,	-0.01,	2.22,	-0.17
12020,	-10.01,	-0.00,	-0.00,	2.22,	-0.28
12031,	-11.02,	-0.00,	-0.00,	2.21,	-0.39
12041,	-12.66,	-0.00,	-0.00,	2.21,	-0.52
12051,	-14.46,	-0.00,	0.08,	2.20,	-0.66
12061,	82.89,	-0.00,	-0.01,	2.20,	0.18
12071,	4.15,	-0.00,	-0.00,	2.20,	0.22
12081,	10.63,	-0.00,	-0.00,	2.20,	0.32
12091,	11.77,	-0.00,	-0.00,	2.21,	0.44
12101,	13.48,	-0.00,	-0.08,	2.21,	0.58
12111,	-84.27,	-0.00,	-0.05,	2.21,	-0.27
12121,	-5.43,	-0.00,	0.06,	2.21,	-0.33
12131,	87.37,	-0.00,	0.02,	2.21,	0.55
12141,	9.55,	-0.00,	-0.06,	2.22,	0.64
12151,	-82.41,	-0.00,	0.02,	2.22,	-0.19
12161,	-4.27,	-0.00,	0.01,	2.22,	-0.23
12172,	-10.73,	-0.00,	0.01,	2.22,	-0.34
12182,	-11.88,	-0.00,	0.01,	2.21,	-0.46
12192,	-14.39,	-0.00,	0.11,	2.21,	-0.61
12202,	83.53,	-0.00,	0.07,	2.20,	0.24
12212,	5.04,	-0.00,	0.03,	2.21,	0.29
12222,	11.66,	-0.00,	-0.04,	2.21,	0.41
12232,	-86.67,	-0.00,	0.03,	2.21,	-0.46
12242,	91.27,	-0.00,	0.02,	2.21,	0.46
12252,	7.84,	-0.00,	0.01,	2.22,	0.54
12262,	15.25,	-0.00,	0.01,	2.22,	0.69
12272,	17.03,	-0.00,	0.01,	2.23,	0.87
12282,	19.52,	0.00,	0.12,	2.24,	1.06
12293,	121.46,	-0.00,	-0.04,	2.26,	2.30
12303,	-148.02,	-0.00,	-0.09,	2.27,	0.81
12313,	-83.22,	-0.00,	-0.06,	2.28,	-0.04
12323,	-17.02,	-0.00,	0.09,	2.27,	-0.21
12333,	74.55,	-0.00,	-0.04,	2.28,	0.54
12343,	-104.06,	-0.00,	-0.03,	2.28,	-0.51
12353,	-22.63,	-0.01,	-0.06,	2.27,	-0.74
12363,	-130.80,	-0.01,	-0.04,	2.26,	-2.06
12373,	-59.31,	-0.01,	-0.04,	2.23,	-2.66
12383,	-73.68,	-0.00,	0.08,	2.20,	-3.40
12393,	214.11,	0.00,	0.14,	2.18,	-1.24
12404,	72.26,	0.00,	0.06,	2.17,	-0.51
12414,	10.19,	0.00,	0.04,	2.16,	-0.40
12424,	16.24,	-0.00,	-0.03,	2.16,	-0.24
12434,	-80.99,	0.00,	0.04,	2.15,	-1.06
12444,	96.65,	0.00,	0.02,	2.15,	-0.08
12454,	14.64,	0.00,	0.01,	2.15,	0.06
12464,	22.96,	0.00,	0.00,	2.15,	0.30
12474,	25.84,	0.00,	0.00,	2.16,	0.56
12484,	29.57,	0.00,	0.00,	2.16,	0.85
12495,	33.78,	-0.00,	-0.13,	2.17,	1.20
12505,	-158.48,	-0.00,	-0.05,	2.18,	-0.39
12515,	-1.71,	-0.00,	-0.03,	2.17,	-0.41
12525,	-13.54,	-0.00,	-0.01,	2.17,	-0.55
12535,	-14.72,	-0.00,	0.11,	2.16,	-0.70
12545,	81.40,	-0.00,	0.07,	2.16,	0.12
12555,	3.64,	-0.00,	0.03,	2.16,	0.16
12565,	9.96,	-0.00,	-0.09,	2.16,	0.26
12575,	-88.23,	-0.00,	-0.09,	2.16,	-0.62
12585,	-10.35,	-0.00,	-0.03,	2.15,	-0.73
12595,	81.82,	0.00,	0.03,	2.15,	0.10
12605,	102.73,	-0.00,	-0.06,	2.16,	1.14
12615,	-65.95,	-0.00,	-0.06,	2.16,	0.47
12626,	19.86,	-0.00,	-0.04,	2.17,	0.67
12636,	-81.93,	-0.00,	0.06,	2.17,	-0.16
12646,	94.65,	-0.00,	-0.04,	2.18,	0.79
12656,	-86.74,	-0.00,	-0.13,	2.18,	-0.08
12666,	-101.86,	-0.00,	-0.05,	2.17,	-1.10
12676,	-31.75,	-0.00,	0.08,	2.16,	-1.42
12686,	56.79,	-0.00,	0.10,	2.15,	-0.85
12696,	74.52,	-0.00,	0.04,	2.14,	-0.10
12706,	0.86,	-0.00,	0.02,	2.14,	-0.09
12716,	6.45,	-0.00,	0.01,	2.14,	-0.03
12726,	7.01,	-0.00,	0.00,	2.14,	0.04
12737,	8.04,	-0.00,	-0.08,	2.14,	0.13
12747,	-89.35,	-0.00,	-0.05,	2.14,	-0.77
12757,	-12.41,	-0.00,	0.06,	2.13,	-0.89
12767,	79.26,	0.00,	0.15,	2.13,	-0.09
12777,	99.55,	0.00,	0.15,	2.13,	0.92
12787,	29.54,	-0.00,	0.04,	2.14,	1.21
12797,	-159.68,	-0.00,	0.02,	2.15,	-0.39
12807,	-1.41,	-0.00,	0.01,	2.14,	-0.40
12817,	-13.30,	-0.00,	0.00,	2.14,	-0.54
12827,	-14.43,	-0.00,	0.11,	2.13,	-0.68
12837,	82.72,	-0.00,	0.07,	2.13,	0.15
12847,	4.14,	-0.00,	-0.08,	2.13,	0.19
12857,	-88.51,	-0.00,	-0.03,	2.13,	-0.69
12867,	-11.22,	-0.00,	0.06,	2.12,	-0.80
12877,	81.04,	0.00,	0.10,	2.12,	0.02
12887,	100.61,	-0.00,	-0.03,	2.12,	1.03
12898,	-67.75,	-0.00,	-0.08,	2.13,	0.36
12908,	-80.98,	-0.00,	-0.05,	2.13,	-0.47
12918,	-8.30,	-0.00,	0.06,	2.12,	-0.55
12928,	83.39,	-0.00,	-0.03,	2.12,	0.29
12938,	-93.15,	-0.00,	0.10,	2.12,	-0.65
12948,	88.83,	-0.00,	0.04,	2.12,	0.24
12958,	5.08,	-0.00,	-0.06,	2.12,	0.30
12968,	-86.43,	-0.00,	-0.04,	2.12,	-0.58
12978,	-9.56,	-0.00,	-0.04,	2.11,	-0.67
12988,	-16.72,	-0.00,	-0.00,	2.11,	-0.84
12998,	79.19,	-0.00,	-0.00,	2.10,	-0.04
13008,	1.27,	-0.00,	-0.08,	2.10,	-0.03
13018,	-91.85,	-0.00,	0.04,	2.10,	-0.95
13029,	84.43,	0.00,	0.09,	2.09,	-0.10
13039,	99.10,	0.00,	0.06,	2.09,	0.90
13049,	29.28,	-0.00,	-0.05,	2.11,	1.20
13059,	-59.55,	-0.00,	-0.07,	2.11,	0.60
13069,	-78.25,	-0.00,	0.05,	2.12,	-0.19
13079,	93.83,	-0.00,	0.03,	2.12,	0.76
13089,	12.26,	-0.00,	-0.15,	2.13,	0.88
13099,	-177.55,	-0.00,	-0.06,	2.13,	-0.91
13109,	-23.23,	-0.00,	-0.04,	2.12,	-1.14
13119,	-38.20,	-0.00,	0.11,	2.10,	-1.53
13129,	156.10,	-0.00,	-0.03,	2.10,	0.04
13140,	-102.25,	-0.00,	-0.02,	2.09,	-0.99
13150,	-14.73,	-0.00,	0.11,	2.08,	-1.14
13160,	75.36,	0.00,	0.16,	2.07,	-0.38
13170,	96.12,	-0.00,	0.02,	2.07,	0.58
13180,	-74.15,	-0.00,	0.02,	2.08,	-0.17
13190,	10.81,	-0.00,	-0.01,	2.07,	-0.06
13200,	-93.71,	-0.00,	-0.00,	2.07,	-1.01
13210,	-15.75,	-0.00,	-0.00,	2.06,	-1.17
13220,	-23.92,	-0.00,	0.07,	2.05,	-1.41
13230,	72.49,	-0.00,	0.03,	2.04,	-0.68
13240,	-7.83,	-0.00,	0.02,	2.03,	-0.76
13250,	-3.09,	-0.00,	0.01,	2.02,	-0.79
13260,	-3.93,	0.00,	0.12,	2.01,	-0.83
13271,	94.84,	-0.00,	-0.03,	2.01,	0.13
13281,	-81.58,	0.00,	0.09,	2.01,	-0.70
13291,	102.14,	0.00,	0.04,	2.00,	0.33
13301,	20.35,	-0.00,	-0.03,	2.01,	0.53
13311,	-69.66,	-0.00,	-0.02,	2.01,	-0.17
13321,	10.30,	-0.00,	-0.08,	2.01,	-0.06
13331,	-93.46,	-0.00,	-0.03,	2.00,	-1.00
13341,	-15.83,	-0.00,	0.09,	1.99,	-1.16
13351,	75.30,	-0.00,	-0.08,	1.98,	-0.40
13361,	-103.44,	-0.00,	-0.03,	1.98,	-1.44
13371,	-21.77,	-0.00,	-0.02,	1.96,	-1.66
13381,	-31.09,	-0.00,	-0.02,	1.94,	-1.98
13391,	-35.18,	0.00,	0.07,	1.92,	-2.33
13401,	159.19,	0.00,	0.03,	1.90,	-0.71
13412,	0.44,	0.00,	0.02,	1.90,	-0.71
13422,	12.12,	0.00,	0.01,	1.89,	-0.59
13432,	13.14,	0.00,	0.00,	1.89,	-0.45
13442,	15.06,	0.00,	0.00,	1.88,	-0.30
13452,	17.17,	-0.00,	-0.08,	1.88,	-0.13
13462,	-79.11,	0.00,	0.08,	1.87,	-0.92
13472,	98.91,	0.00,	0.05,	1.87,	0.08
13482,	16.66,	0.00,	0.02,	1.87,	0.25
13492,	25.34,	-0.00,	-0.04,	1.88,	0.51
13503,	-70.79,	-0.00,	-0.02,	1.88,	-0.21
13513,	9.59,	-0.00,	-0.01,	1.88,	-0.11
13523,	5.06,	-0.00,	-0.08,	1.87,	-0.06
13533,	-93.27,	-0.00,	0.04,	1.87,	-1.00
13543,	83.60,	-0.00,	0.03,	1.86,	-0.15
13553,	-1.02,	-0.00,	0.01,	1.86,	-0.16
13563,	5.11,	-0.00,	-0.04,	1.86,	-0.11
13573,	-93.06,	-0.00,	-0.03,	1.85,	-1.05
13583,	-16.76,	-0.00,	-0.03,	1.84,	-1.22
13593,	-25.02,	-0.00,	0.00,	1.83,	-1.48
13604,	71.65,	-0.00,	0.00,	1.82,	-0.75
13614,	-9.12,	-0.00,	0.00,	1.81,	-0.84
13624,	-4.50,	-0.00,	0.00,	1.80,	-0.89
13634,	-5.55,	-0.00,	-0.03,	1.79,	-0.94
13644,	-6.33,	-0.00,	-0.02,	1.78,	-1.01
13654,	-7.26,	-0.00,	-0.04,	1.77,	-1.08
13664,	-8.31,	0.00,	0.03,	1.76,	-1.16
13674,	88.82,	0.00,	0.02,	1.75,	-0.26
13684,	12.05,	0.00,	0.01,	1.75,	-0.14
13694,	19.59,	0.00,	0.00,	1.75,	0.06
13704,	22.00,	-0.00,	-0.05,	1.75,	0.27
13715,	-74.48,	-0.00,	-0.03,	1.75,	-0.49
13725,	5.58,	-0.00,	-0.01,	1.75,	-0.43
13735,	0.43,	0.00,	0.04,	1.74,	-0.43
13745,	99.35,	-0.00,	-0.08,	1.74,	0.58
13755,	-75.30,	-0.00,	-0.03,	1.75,	-0.18
13765,	10.11,	-0.00,	-0.01,	1.74,	-0.08
13775,	5.31,	-0.00,	-0.01,	1.74,	-0.03
13785,	6.49,	-0.00,	-0.01,	1.74,	0.04
13795,	7.39,	-0.00,	-0.07,	1.74,	0.11
13805,	-90.66,	-0.00,	-0.04,	1.74,	-0.81
13816,	-13.37,	-0.00,	-0.02,	1.73,	-0.94
13826,	-21.16,	-0.00,	0.06,	1.72,	-1.16
13836,	74.72,	-0.00,	0.03,	1.71,	-0.40
13846,	-4.23,	-0.00,	0.02,	1.71,	-0.44
13856,	0.98,	-0.00,	-0.06,	1.70,	-0.43
13866,	-97.64,	-0.00,	-0.03,	1.70,	-1.41
13876,	-22.02,	-0.00,	0.06,	1.68,	-1.63
13886,	67.40,	0.00,	0.10,	1.67,	-0.96
13896,	87.57,	-0.00,	-0.03,	1.66,	-0.07
13906,	-83.76,	-0.00,	0.01,	1.66,	-0.92
13917,	-0.39,	0.00,	0.14,	1.65,	-0.92
13927,	91.62,	0.00,	0.06,	1.64,	-0.00
13937,	15.68,	-0.00,	-0.04,	1.64,	0.16
13947,	-75.54,	-0.00,	0.02,	1.64,	-0.61
13957,	3.63,	0.00,	0.12,	1.64,	-0.57
13967,	97.69,	-0.00,	-0.06,	1.63,	0.42
13977,	-76.85,	-0.00,	-0.04,	1.63,	-0.36
13987,	7.49,	-0.00,	-0.04,	1.63,	-0.28
13997,	2.36,	-0.00,	-0.02,	1.63,	-0.26
14007,	2.28,	-0.00,	-0.12,	1.63,	-0.24
14017,	-95.97,	-0.00,	-0.05,	1.62,	-1.20
14028,	-19.25,	0.00,	0.16,	1.61,	-1.39
14038,	170.22,	0.00,	0.10,	1.60,	0.33
14048,	14.55,	-0.00,	-0.07,	1.60,	0.47
14058,	-71.00,	-0.00,	-0.03,	1.61,	-0.24
14068,	8.57,	-0.00,	-0.01,	1.60,	-0.16
14078,	3.97,	-0.00,	-0.01,	1.60,	-0.12
14088,	4.90,	-0.00,	-0.12,	1.60,	-0.07
14098,	-93.53,	-0.00,	0.06,	1.60,	-1.01
14108,	82.37,	-0.00,	0.04,	1.59,	-0.18
14118,	-1.85,	-0.00,	-0.05,	1.59,	-0.20
14128,	4.14,	-0.00,	-0.10,	1.59,	-0.15
14138,	-95.10,	-0.00,	0.05,	1.58,	-1.12
14149,	80.77,	0.00,	0.10,	1.57,	-0.30
14159,	95.30,	-0.00,	-0.07,	1.57,	0.65
14169,	-74.64,	-0.00,	-0.05,	1.58,	-0.10
14179,	10.99,	-0.00,	-0.02,	1.58,	0.01
14189,	6.31,	-0.00,	-0.02,	1.58,	0.08
14199,	7.62,	-0.00,	-0.01,	1.58,	0.15
14209,	8.81,	-0.00,	-0.08,	1.58,	0.24
14219,	-88.87,	-0.00,	0.02,	1.58,	-0.65
14229,	87.52,	-0.00,	-0.12,	1.58,	0.23
14239,	-194.72,	-0.00,	-0.08,	1.57,	-1.75
14249,	-35.41,	-0.00,	0.15,	1.55,	-2.11
14260,	144.33,	-0.00,	0.03,	1.54,	-0.66
14270,	-13.64,	-0.00,	0.02,	1.53,	-0.80
14280,	-4.09,	-0.00,	0.05,	1.52,	-0.84
14290,	-5.43,	0.00,	0.10,	1.51,	-0.89
14300,	92.86,	0.00,	0.04,	1.51,	0.04
14310,	15.92,	0.00,	0.03,	1.51,	0.20
14320,	24.03,	0.00,	0.01,	1.51,	0.45
14330,	27.09,	0.00,	0.00,	1.52,	0.72
14340,	30.99,	-0.00,	-0.07,	1.53,	1.03
14350,	-63.71,	-0.00,	-0.11,	1.53,	0.39
14360,	-81.20,	-0.00,	0.00,	1.53,	-0.44
14370,	89.33,	-0.00,	0.00,	1.53,	0.45
14381,	7.14,	-0.00,	-0.08,	1.54,	0.52
14391,	-84.96,	-0.00,	-0.08,	1.54,	-0.33
14401,	-7.05,	-0.00,	-0.04,	1.54,	-0.40
14411,	-13.29,	-0.00,	-0.02,	1.53,	-0.53
14421,	-15.35,	-0.00,	-0.01,	1.52,	-0.69
14431,	-17.51,	-0.00,	0.07,	1.52,	-0.86
14441,	79.08,	-0.00,	0.05,	1.51,	-0.07
14451,	0.12,	-0.00,	0.02,	1.51,	-0.06
14461,	5.99,	-0.00,	0.01,	1.51,	-0.00
14471,	6.47,	-0.00,	0.01,	1.51,	0.06
14481,	7.42,	-0.00,	0.01,	1.51,	0.14
14491,	8.50,	-0.00,	0.00,	1.51,	0.22
14502,	9.71,	-0.00,	-0.11,	1.52,	0.32
14512,	-88.27,	-0.00,	-0.07,	1.52,	-0.57
14522,	-10.33,	-0.00,	0.01,	1.51,	-0.67
14532,	-17.68,	-0.00,	0.00,	1.50,	-0.85
14542,	-19.83,	-0.00,	0.08,	1.49,	-1.05
14552,	76.24,	-0.00,	0.03,	1.49,	-0.28
14562,	-2.91,	-0.00,	0.01,	1.48,	-0.31
14572,	2.54,	-0.00,	-0.02,	1.48,	-0.28
14582,	2.55,	-0.00,	-0.01,	1.48,	-0.26
14592,	2.86,	-0.00,	-0.01,	1.47,	-0.23
14602,	3.31,	-0.00,	-0.01,	1.47,	-0.19
14612,	3.89,	-0.00,	-0.00,	1.47,	-0.15
14623,	4.33,	-0.00,	-0.00,	1.47,	-0.11
14633,	4.95,	-0.00,	-0.00,	1.47,	-0.06
14643,	5.66,	-0.00,	-0.00,	1.47,	-0.00
14653,	6.47,	-0.00,	-0.00,	1.47,	0.06
14663,	7.39,	-0.00,	-0.00,	1.47,	0.14
14673,	8.45,	-0.00,	-0.00,	1.47,	0.22
14683,	9.66,	-0.00,	-0.00,	1.47,	0.32
14693,	11.05,	-0.00,	-0.07,	1.48,	0.43
14703,	-85.85,	-0.00,	-0.12,	1.48,	-0.43
14713,	-107.70,	-0.00,	-0.00,	1.47,	-1.52
14724,	60.24,	-0.00,	0.08,	1.46,	-0.91
14734,	72.57,	-0.00,	0.03,	1.45,	-0.18
14744,	-1.13,	-0.00,	-0.09,	1.45,	-0.19
14754,	-94.19,	-0.00,	0.05,	1.44,	-1.14
14764,	80.00,	0.00,	0.10,	1.43,	-0.34
14774,	94.85,	0.00,	0.06,	1.44,	0.62
14784,	24.54,	-0.00,	-0.05,	1.44,	0.87
14794,	-65.55,	-0.00,	-0.05,	1.45,	0.21
14804,	14.97,	-0.00,	-0.14,	1.45,	0.36
14814,	-88.04,	-0.00,	-0.06,	1.45,	-0.52
14825,	88.76,	-0.00,	-0.03,	1.45,	0.38
14835,	5.84,	0.00,	0.07,	1.45,	0.44
14845,	111.03,	0.00,	0.04,	1.46,	1.56
14855,	37.48,	-0.00,	-0.11,	1.48,	1.94
14865,	-149.72,	-0.00,	-0.18,	1.49,	0.43
14875,	-89.76,	-0.00,	0.00,	1.49,	-0.47
14885,	75.21,	-0.00,	0.08,	1.49,	0.28
14895,	90.00,	-0.00,	-0.13,	1.50,	1.19
14905,	-179.13,	-0.00,	-0.08,	1.50,	-0.62
14915,	-19.67,	-0.00,	-0.03,	1.50,	-0.82
14925,	-34.54,	-0.00,	0.15,	1.49,	-1.17
14935,	159.98,	-0.00,	0.09,	1.48,	0.45
14946,	1.81,	-0.00,	-0.03,	1.49,	0.47
14956,	-85.37,	-0.00,	-0.01,	1.49,	-0.39
14966,	-7.91,	-0.00,	0.04,	1.48,	-0.47
14976,	84.50,	-0.00,	0.03,	1.48,	0.39
14986,	6.49,	-0.00,	0.01,	1.49,	0.45
14996,	13.29,	-0.00,	0.01,	1.49,	0.58
15006,	14.80,	-0.00,	0.01,	1.50,	0.73
15016,	16.94,	-0.00,	-0.01,	1.51,	0.90
15026,	-80.04,	-0.00,	-0.00,	1.51,	0.10
15036,	-0.86,	-0.00,	-0.00,	1.51,	0.09
15046,	-6.84,	-0.00,	-0.00,	1.51,	0.02
15056,	-7.43,	-0.00,	-0.00,	1.51,	-0.05
15066,	-8.50,	-0.00,	-0.00,	1.51,	-0.14
15076,	-9.71,	-0.00,	-0.00,	1.51,	-0.24
15086,	-11.10,	-0.00,	-0.00,	1.51,	-0.35
15097,	-12.68,	-0.00,	0.05,	1.50,	-0.48
15107,	83.93,	-0.00,	0.03,	1.50,	0.37
15117,	6.39,	-0.00,	0.01,	1.51,	0.43
15127,	13.11,	-0.00,	0.01,	1.51,	0.56
15137,	14.61,	-0.00,	0.00,	1.52,	0.71
15147,	16.73,	-0.00,	-0.05,	1.53,	0.88
15157,	-79.51,	-0.00,	-0.02,	1.53,	0.08
15167,	-1.04,	-0.00,	-0.01,	1.53,	0.07
15177,	-6.96,	-0.00,	-0.01,	1.53,	0.00
15187,	-7.56,	-0.00,	-0.00,	1.53,	-0.07
15197,	-8.66,	-0.00,	-0.00,	1.53,	-0.16
15207,	-9.89,	-0.00,	-0.00,	1.53,	-0.26
15217,	-11.29,	-0.00,	0.11,	1.52,	-0.37
15227,	87.12,	-0.00,	0.05,	1.53,	0.50
15237,	8.39,	-0.00,	0.03,	1.53,	0.59
15247,	15.47,	-0.00,	0.01,	1.54,	0.74
15257,	17.32,	-0.00,	-0.07,	1.55,	0.92
15268,	-79.65,	-0.00,	-0.04,	1.55,	0.11
15278,	-0.37,	-0.00,	0.03,	1.55,	0.11
15288,	93.24,	-0.00,	-0.10,	1.56,	1.04
15298,	-83.52,	-0.00,	-0.06,	1.56,	0.20
15308,	1.31,	-0.00,	-0.03,	1.57,	0.22
15318,	-4.73,	-0.00,	0.10,	1.57,	0.17
15328,	94.66,	-0.00,	-0.03,	1.57,	1.13
15338,	-80.78,	-0.00,	-0.13,	1.58,	0.31
15348,	-95.93,	-0.00,	-0.05,	1.58,	-0.66
15358,	-26.00,	-0.00,	0.14,	1.57,	-0.93
15368,	163.51,	-0.00,	0.09,	1.57,	0.73
15378,	6.24,	-0.00,	-0.04,	1.58,	0.79
15389,	-80.19,	-0.00,	-0.02,	1.58,	-0.03
15399,	-2.22,	-0.00,	-0.02,	1.58,	-0.05
15409,	-8.39,	-0.00,	-0.01,	1.58,	-0.13
15419,	-9.19,	-0.00,	-0.07,	1.58,	-0.23
15429,	-10.07,	-0.00,	-0.03,	1.58,	-0.33
15439,	-11.87,	-0.00,	0.06,	1.57,	-0.45
15449,	84.90,	0.00,	0.10,	1.57,	0.41
15459,	106.00,	-0.00,	-0.03,	1.58,	1.47
15469,	-62.38,	-0.00,	-0.10,	1.59,	0.84
15479,	-74.06,	-0.00,	0.07,	1.60,	0.10
15489,	98.73,	-0.00,	0.03,	1.60,	1.09
15499,	16.72,	-0.00,	-0.09,	1.62,	1.26
15510,	-72.91,	-0.00,	-0.11,	1.63,	0.52
15520,	-92.63,	-0.00,	-0.07,	1.63,	-0.42
15530,	-22.28,	-0.00,	0.02,	1.62,	-0.64
15540,	68.26,	-0.00,	0.01,	1.62,	0.04
15550,	-11.96,	-0.00,	0.08,	1.62,	-0.08
15560,	90.80,	-0.00,	0.03,	1.62,	0.83
15570,	13.57,	-0.00,	-0.06,	1.63,	0.97
15580,	-77.83,	-0.00,	-0.02,	1.64,	0.19
15590,	1.04,	-0.00,	0.07,	1.64,	0.20
15600,	94.78,	-0.00,	0.07,	1.64,	1.16
15610,	18.19,	-0.00,	0.04,	1.66,	1.34
15620,	26.71,	-0.00,	0.00,	1.67,	1.61
15630,	-168.08,	-0.00,	0.00,	1.68,	-0.09
15641,	-11.44,	-0.00,	0.00,	1.68,	-0.20
15651,	-24.79,	-0.00,	0.00,	1.67,	-0.45
15661,	-27.57,	-0.00,	0.00,	1.67,	-0.73
15671,	-31.56,	-0.00,	0.08,	1.66,	-1.05
15681,	62.46,	-0.00,	0.03,	1.65,	-0.43
15691,	-18.35,	-0.00,	0.01,	1.65,	-0.61
15701,	-15.18,	-0.00,	0.12,	1.64,	-0.77
15711,	80.82,	0.00,	0.13,	1.64,	0.04
15721,	102.35,	-0.00,	-0.02,	1.64,	1.07
15731,	-67.39,	-0.00,	-0.09,	1.65,	0.39
15742,	-79.95,	-0.00,	0.04,	1.65,	-0.42
15752,	90.74,	-0.00,	0.02,	1.65,	0.49
15762,	8.72,	-0.00,	0.01,	1.66,	0.58
15772,	16.10,	-0.00,	-0.07,	1.66,	0.75
15782,	-80.48,	-0.00,	0.08,	1.67,	-0.07
15792,	96.77,	-0.00,	0.05,	1.67,	0.91
15802,	14.62,	-0.00,	0.05,	1.68,	1.06
15812,	22.95,	-0.00,	0.05,	1.69,	1.29
15822,	25.85,	-0.00,	-0.09,	1.71,	1.55
15832,	-69.26,	-0.00,	-0.09,	1.72,	0.85
15843,	10.87,	-0.00,	0.01,	1.73,	0.96
15853,	-8.87,	-0.00,	-0.01,	1.74,	0.87
15863,	-95.07,	-0.00,	-0.01,	1.74,	-0.08
15873,	-18.93,	-0.00,	-0.00,	1.74,	-0.27
15883,	-27.42,	-0.00,	-0.00,	1.73,	-0.55
15893,	-30.92,	-0.00,	0.07,	1.73,	-0.86
15903,	63.77,	-0.00,	0.05,	1.72,	-0.21
15913,	-17.33,	-0.00,	0.01,	1.72,	-0.38
15923,	-13.83,	-0.00,	0.01,	1.71,	-0.52
15933,	-16.20,	-0.00,	0.08,	1.71,	-0.68
15943,	80.54,	0.00,	0.08,	1.71,	0.12
15953,	101.49,	-0.00,	-0.04,	1.71,	1.15
15963,	-67.75,	-0.00,	-0.03,	1.72,	0.47
15973,	17.97,	-0.00,	-0.01,	1.73,	0.65
15983,	14.36,	-0.00,	-0.05,	1.73,	0.79
15994,	16.80,	-0.00,	-0.03,	1.74,	0.96
16004,	19.20,	-0.00,	-0.10,	1.75,	1.15
16014,	-76.69,	-0.00,	-0.10,	1.76,	0.38
16024,	2.16,	-0.00,	0.08,	1.76,	0.40
16034,	103.21,	-0.00,	0.05,	1.77,	1.44
16044,	21.30,	-0.00,	-0.05,	1.79,	1.65
16054,	-68.73,	-0.00,	-0.07,	1.80,	0.97
16064,	-87.81,	-0.00,	-0.04,	1.81,	0.08
16074,	-15.53,	-0.00,	0.03,	1.81,	-0.08
16084,	76.03,	-0.00,	-0.10,	1.81,	0.69
16095,	-102.07,	-0.00,	-0.04,	1.81,	-0.35
16105,	-20.78,	-0.00,	-0.03,	1.81,	-0.56
16115,	-30.05,	-0.00,	0.06,	1.80,	-0.86
16125,	65.51,	-0.00,	0.10,	1.80,	-0.20
16135,	83.46,	-0.00,	0.06,	1.80,	0.64
16145,	10.92,	-0.00,	-0.02,	1.80,	0.75
