timestamp,	input,	theta,	theta_dot,	pos,	vel
35333,	27.57,	-0.01,	0.01,	19.90,	1.00
35343,	31.60,	-0.01,	-0.07,	19.91,	1.32
35353,	-62.32,	-0.01,	-0.04,	19.92,	0.70
35363,	17.56,	-0.01,	-0.01,	19.93,	0.88
35373,	15.22,	-0.01,	-0.01,	19.94,	1.03
35384,	17.78,	-0.01,	-0.05,	19.95,	1.21
35394,	-77.91,	-0.01,	-0.10,	19.96,	0.43
35404,	-98.69,	-0.01,	0.03,	19.96,	-0.56
35414,	71.09,	-0.01,	0.02,	19.96,	0.16
35424,	-14.46,	-0.01,	0.01,	19.96,	0.02
35434,	-10.17,	-0.01,	0.00,	19.96,	-0.08
35444,	-11.96,	-0.01,	0.00,	19.96,	-0.20
35454,	-13.58,	-0.01,	0.00,	19.95,	-0.34
35464,	-15.44,	-0.01,	0.08,	19.95,	-0.49
35474,	82.11,	-0.01,	0.05,	19.95,	0.34
35484,	3.06,	-0.01,	0.02,	19.95,	0.37
35494,	9.49,	-0.01,	0.03,	19.96,	0.47
35504,	10.51,	-0.01,	0.02,	19.96,	0.57
35515,	12.16,	-0.01,	-0.06,	19.97,	0.70
35525,	-84.44,	-0.01,	0.05,	19.97,	-0.15
35535,	92.21,	-0.01,	0.05,	19.97,	0.78
35545,	9.38,	-0.01,	0.03,	19.98,	0.88
35555,	17.06,	-0.01,	0.05,	19.99,	1.05
35565,	-80.38,	-0.01,	0.02,	20.00,	0.23
35575,	-1.24,	-0.01,	0.01,	20.00,	0.22
35585,	-7.28,	-0.01,	0.07,	20.00,	0.15
35595,	-7.87,	-0.01,	0.03,	20.00,	0.07
35605,	-8.94,	-0.01,	0.02,	20.00,	-0.02
35616,	-10.16,	-0.01,	0.01,	20.00,	-0.13
35626,	-11.55,	-0.01,	0.00,	20.00,	-0.24
35636,	-13.16,	-0.01,	0.00,	20.00,	-0.37
35646,	-14.92,	-0.01,	0.08,	19.99,	-0.53
35656,	82.44,	-0.01,	0.03,	19.99,	0.30
35666,	3.58,	-0.01,	-0.06,	19.99,	0.34
35676,	-88.46,	-0.01,	0.04,	19.99,	-0.56
35686,	86.56,	-0.01,	0.02,	19.99,	0.32
35696,	3.66,	-0.01,	-0.06,	20.00,	0.36
35706,	10.47,	-0.01,	-0.04,	20.00,	0.46
35717,	11.62,	-0.01,	-0.01,	20.01,	0.58
35727,	13.35,	-0.01,	-0.01,	20.01,	0.71
35737,	15.40,	-0.01,	-0.01,	20.02,	0.87
35747,	17.60,	-0.01,	-0.00,	20.03,	1.05
35757,	20.18,	-0.01,	-0.01,	20.04,	1.25
35767,	-76.09,	-0.01,	-0.01,	20.05,	0.49
35777,	3.54,	-0.01,	-0.00,	20.05,	0.53
35787,	-1.53,	-0.01,	-0.00,	20.06,	0.51
35797,	-1.39,	-0.01,	-0.00,	20.07,	0.50
35807,	-1.48,	-0.01,	-0.07,	20.07,	0.48
35817,	-101.05,	-0.01,	-0.03,	20.07,	-0.54
35827,	-24.86,	-0.01,	0.04,	20.06,	-0.79
35837,	65.20,	-0.01,	0.02,	20.06,	-0.13
35848,	-15.63,	-0.01,	0.01,	20.06,	-0.29
35858,	-11.96,	-0.01,	0.00,	20.05,	-0.41
35868,	-13.98,	-0.01,	0.00,	20.05,	-0.55
35878,	-15.90,	-0.01,	0.08,	20.04,	-0.71
35888,	81.52,	-0.01,	0.03,	20.04,	0.11
35898,	2.34,	-0.01,	-0.06,	20.04,	0.13
35908,	-89.29,	-0.01,	0.04,	20.04,	-0.78
35918,	85.02,	-0.01,	0.02,	20.03,	0.07
35928,	1.72,	-0.01,	0.00,	20.03,	0.09
35938,	8.20,	-0.01,	0.00,	20.03,	0.17
35949,	9.02,	-0.01,	0.00,	20.04,	0.26
35959,	10.40,	-0.01,	0.00,	20.04,	0.37
35969,	11.50,	-0.01,	-0.11,	20.04,	0.49
35979,	-84.45,	-0.01,	-0.07,	20.05,	-0.37
35989,	-7.38,	-0.01,	0.05,	20.04,	-0.45
35999,	85.22,	-0.01,	-0.09,	20.04,	0.41
36009,	-91.54,	-0.01,	-0.06,	20.04,	-0.51
36019,	-8.83,	-0.01,	0.09,	20.03,	-0.60
36029,	83.22,	-0.01,	0.04,	20.03,	0.24
36040,	4.95,	-0.01,	0.02,	20.04,	0.29
36050,	11.62,	-0.01,	-0.04,	20.04,	0.41
36060,	-86.28,	-0.01,	0.03,	20.04,	-0.46
36070,	91.37,	-0.01,	0.01,	20.04,	0.46
36080,	7.97,	-0.01,	0.01,	20.04,	0.54
36090,	15.42,	-0.01,	0.00,	20.05,	0.70
36100,	17.25,	-0.01,	-0.08,	20.06,	0.87
36110,	-78.68,	-0.01,	-0.05,	20.06,	0.08
36120,	-0.25,	-0.01,	-0.02,	20.06,	0.07
36130,	-6.04,	-0.01,	-0.01,	20.06,	0.01
36140,	-6.48,	-0.01,	-0.01,	20.06,	-0.05
36150,	-7.37,	-0.01,	-0.01,	20.06,	-0.13
36160,	-8.36,	-0.01,	-0.00,	20.06,	-0.21
36171,	-10.41,	-0.01,	-0.00,	20.06,	-0.32
36181,	-11.00,	-0.01,	-0.00,	20.06,	-0.43
36191,	-12.58,	-0.01,	-0.06,	20.05,	-0.55
36201,	-14.32,	-0.01,	-0.03,	20.04,	-0.70
36211,	-16.34,	-0.01,	0.10,	20.04,	-0.87
36221,	79.94,	-0.01,	0.04,	20.03,	-0.06
36231,	1.71,	-0.01,	-0.06,	20.03,	-0.04
36241,	-91.69,	-0.01,	0.09,	20.03,	-0.97
36251,	83.76,	-0.01,	0.17,	20.02,	-0.12
36261,	99.66,	-0.01,	0.07,	20.02,	0.88
36271,	29.91,	-0.01,	-0.10,	20.03,	1.18
36282,	-159.37,	-0.01,	-0.06,	20.04,	-0.43
36292,	-1.07,	-0.01,	-0.03,	20.03,	-0.44
36302,	-12.92,	-0.01,	-0.04,	20.03,	-0.57
36312,	-14.00,	-0.01,	-0.02,	20.02,	-0.71
36322,	-15.97,	-0.01,	0.04,	20.01,	-0.88
36332,	80.44,	-0.01,	0.02,	20.01,	-0.07
36342,	2.16,	-0.01,	0.02,	20.01,	-0.05
36352,	8.28,	-0.01,	0.01,	20.01,	0.03
36362,	9.14,	-0.01,	0.01,	20.01,	0.13
36372,	9.66,	-0.01,	0.00,	20.01,	0.23
36382,	11.89,	-0.01,	0.00,	20.01,	0.35
36392,	13.60,	-0.01,	-0.07,	20.02,	0.48
36403,	-83.75,	-0.01,	-0.08,	20.02,	-0.36
36413,	-104.24,	-0.01,	0.03,	20.01,	-1.42
36423,	64.04,	-0.01,	0.09,	20.00,	-0.77
36433,	76.88,	-0.01,	-0.04,	19.99,	-0.00
36443,	-95.80,	-0.01,	-0.03,	19.99,	-0.96
36453,	-13.13,	-0.01,	0.09,	19.98,	-1.10
36463,	77.13,	-0.01,	0.03,	19.97,	-0.33
36473,	-0.90,	-0.01,	-0.09,	19.97,	-0.33
36483,	-93.85,	-0.01,	-0.04,	19.96,	-1.28
36493,	-17.82,	-0.01,	0.17,	19.95,	-1.46
36503,	171.94,	-0.01,	0.07,	19.94,	0.26
36513,	16.51,	-0.01,	-0.03,	19.94,	0.43
36523,	-68.32,	-0.01,	-0.01,	19.95,	-0.26
36533,	11.13,	-0.01,	-0.01,	19.94,	-0.15
36544,	6.99,	-0.01,	-0.01,	19.94,	-0.08
36554,	8.39,	-0.01,	-0.00,	19.94,	0.01
36564,	9.61,	-0.01,	-0.00,	19.94,	0.11
36574,	10.86,	-0.01,	-0.00,	19.94,	0.22
36584,	12.65,	-0.01,	-0.06,	19.95,	0.35
36594,	-83.80,	-0.01,	-0.14,	19.95,	-0.50
36604,	-105.34,	-0.01,	0.02,	19.94,	-1.56
36614,	63.62,	-0.01,	0.09,	19.92,	-0.92
36624,	76.16,	-0.01,	-0.04,	19.92,	-0.15
36634,	-96.66,	-0.01,	-0.04,	19.91,	-1.13
36645,	-14.65,	-0.01,	0.10,	19.90,	-1.28
36655,	75.40,	-0.01,	0.15,	19.89,	-0.53
36665,	96.62,	-0.01,	-0.01,	19.89,	0.44
36675,	-74.23,	-0.01,	-0.01,	19.89,	-0.31
36685,	11.48,	-0.01,	-0.00,	19.89,	-0.20
36695,	6.88,	-0.01,	-0.00,	19.89,	-0.13
36705,	8.32,	-0.01,	-0.00,	19.89,	-0.04
36715,	9.53,	-0.01,	-0.00,	19.89,	0.05
36725,	10.94,	-0.01,	-0.00,	19.89,	0.16
36735,	12.55,	-0.01,	-0.08,	19.89,	0.29
36745,	-83.91,	-0.01,	-0.05,	19.89,	-0.55
36755,	-6.39,	-0.01,	-0.05,	19.88,	-0.62
36765,	-13.02,	-0.01,	-0.02,	19.88,	-0.75
36775,	-13.22,	-0.01,	-0.01,	19.87,	-0.88
36785,	-16.30,	-0.01,	-0.03,	19.86,	-1.04
36795,	-18.42,	-0.01,	0.06,	19.85,	-1.23
36805,	78.32,	-0.01,	0.04,	19.84,	-0.44
36816,	-1.01,	-0.01,	0.07,	19.83,	-0.45
36826,	103.46,	-0.01,	-0.02,	19.83,	0.59
36836,	-71.04,	-0.01,	-0.01,	19.84,	-0.13
36846,	15.00,	-0.01,	-0.12,	19.84,	0.02
36856,	-87.64,	-0.01,	-0.05,	19.83,	-0.86
36866,	-9.97,	-0.01,	0.08,	19.82,	-0.96
36876,	81.93,	-0.01,	0.08,	19.82,	-0.14
36886,	3.75,	-0.01,	-0.10,	19.82,	-0.10
36896,	-89.20,	-0.01,	0.07,	19.81,	-1.00
36906,	85.64,	-0.01,	0.05,	19.80,	-0.12
36917,	3.51,	-0.01,	0.07,	19.80,	-0.09
36927,	109.61,	-0.01,	-0.02,	19.81,	1.01
36937,	-65.02,	-0.01,	-0.13,	19.81,	0.36
36947,	-76.43,	-0.01,	-0.08,	19.81,	-0.41
36957,	-3.65,	-0.01,	-0.08,	19.81,	-0.45
36967,	-9.50,	-0.01,	-0.04,	19.81,	-0.54
36977,	-9.68,	-0.01,	0.06,	19.80,	-0.64
36987,	86.59,	-0.01,	0.04,	19.80,	0.23
36997,	9.60,	-0.01,	0.04,	19.80,	0.33
37007,	16.83,	-0.01,	-0.04,	19.80,	0.50
37017,	-79.95,	-0.01,	-0.05,	19.81,	-0.30
37027,	-1.26,	-0.01,	-0.02,	19.80,	-0.32
37037,	-7.21,	-0.01,	-0.01,	19.80,	-0.39
37047,	-7.81,	-0.01,	-0.00,	19.79,	-0.47
37057,	-8.90,	-0.01,	-0.00,	19.79,	-0.56
37068,	-10.12,	-0.01,	0.11,	19.78,	-0.66
37078,	87.13,	-0.01,	0.05,	19.78,	0.21
37088,	9.79,	-0.01,	-0.03,	19.78,	0.31
37098,	-81.58,	-0.01,	0.10,	19.78,	-0.51
37108,	94.96,	-0.01,	0.10,	19.78,	0.46
37118,	13.01,	-0.01,	0.10,	19.79,	0.59
37128,	21.23,	-0.01,	0.01,	19.79,	0.81
37138,	23.83,	-0.01,	-0.07,	19.80,	1.05
37148,	-71.46,	-0.01,	-0.04,	19.81,	0.33
37158,	8.45,	-0.01,	-0.04,	19.81,	0.42
37168,	3.92,	-0.01,	-0.02,	19.82,	0.46
37178,	4.63,	-0.01,	-0.01,	19.82,	0.51
37189,	5.59,	-0.01,	-0.05,	19.83,	0.56
37199,	-92.32,	-0.01,	0.04,	19.83,	-0.37
37209,	83.27,	-0.01,	0.02,	19.83,	0.47
37219,	-0.60,	-0.01,	-0.04,	19.84,	0.46
37229,	-93.72,	-0.01,	-0.03,	19.84,	-0.49
37239,	-16.98,	-0.01,	-0.01,	19.83,	-0.66
37249,	-25.20,	-0.01,	-0.00,	19.82,	-0.91
37259,	-28.35,	-0.01,	0.07,	19.81,	-1.20
37269,	67.17,	-0.01,	0.08,	19.80,	-0.51
37279,	-13.90,	-0.01,	0.03,	19.80,	-0.65
37289,	-9.88,	-0.01,	0.01,	19.79,	-0.75
37299,	-11.64,	-0.01,	0.01,	19.78,	-0.87
37309,	-13.24,	-0.01,	0.08,	19.77,	-1.00
37320,	84.51,	-0.01,	0.03,	19.77,	-0.15
37330,	5.84,	-0.01,	0.02,	19.76,	-0.09
37340,	12.61,	-0.01,	0.01,	19.76,	0.04
37350,	14.09,	-0.01,	-0.11,	19.77,	0.18
37360,	-83.08,	-0.01,	-0.11,	19.76,	-0.67
37370,	-4.53,	-0.01,	0.04,	19.76,	-0.71
37380,	89.85,	-0.01,	0.01,	19.75,	0.20
37390,	11.22,	-0.01,	-0.11,	19.76,	0.32
37400,	-79.71,	-0.01,	-0.10,	19.76,	-0.48
37411,	-1.70,	-0.01,	0.03,	19.75,	-0.50
37421,	90.78,	-0.01,	0.08,	19.75,	0.41
37431,	113.71,	-0.01,	-0.15,	19.76,	1.56
37441,	-151.28,	-0.01,	-0.10,	19.77,	0.02
37451,	11.63,	-0.01,	-0.04,	19.77,	0.14
37461,	1.20,	-0.01,	-0.02,	19.77,	0.15
37471,	2.23,	-0.01,	-0.01,	19.77,	0.17
37481,	2.54,	-0.01,	-0.05,	19.77,	0.20
37491,	-96.24,	-0.01,	0.06,	19.77,	-0.77
37501,	80.00,	-0.01,	0.04,	19.77,	0.04
37511,	-5.05,	-0.01,	0.01,	19.77,	-0.01
37521,	0.53,	-0.01,	-0.07,	19.77,	-0.01
37532,	-98.78,	-0.01,	-0.03,	19.76,	-1.01
37542,	-22.67,	-0.01,	0.06,	19.75,	-1.24
37552,	67.52,	-0.01,	0.04,	19.74,	-0.56
37562,	-12.89,	-0.01,	0.04,	19.74,	-0.69
37572,	-8.79,	-0.01,	0.02,	19.73,	-0.78
37582,	-10.23,	-0.01,	0.01,	19.72,	-0.88
37592,	-11.77,	-0.01,	0.05,	19.71,	-1.00
37602,	85.94,	-0.01,	0.03,	19.70,	-0.12
37612,	7.80,	-0.01,	0.01,	19.70,	-0.05
37622,	14.87,	-0.01,	-0.07,	19.70,	0.10
37632,	-82.67,	-0.01,	-0.03,	19.70,	-0.72
37642,	-3.80,	-0.01,	-0.02,	19.69,	-0.76
37652,	-10.21,	-0.01,	0.04,	19.69,	-0.86
37662,	87.67,	-0.01,	-0.05,	19.68,	0.02
37672,	-89.41,	-0.01,	0.04,	19.68,	-0.87
37683,	94.11,	-0.01,	0.02,	19.67,	0.07
37693,	10.55,	-0.01,	0.01,	19.67,	0.18
37703,	18.37,	-0.01,	0.00,	19.68,	0.36
37713,	20.63,	-0.01,	-0.07,	19.68,	0.57
37723,	-76.03,	-0.01,	-0.03,	19.68,	-0.20
37733,	4.05,	-0.01,	-0.09,	19.68,	-0.16
37743,	-100.04,	-0.01,	-0.04,	19.67,	-1.17
37753,	-23.96,	-0.01,	-0.02,	19.66,	-1.41
37763,	-33.23,	-0.01,	-0.02,	19.65,	-1.74
37773,	-37.56,	-0.01,	0.05,	19.63,	-2.12
37783,	57.28,	-0.01,	0.10,	19.61,	-1.55
37793,	73.66,	-0.01,	0.04,	19.60,	-0.80
37803,	-0.53,	-0.01,	0.03,	19.59,	-0.81
37813,	4.93,	-0.01,	0.01,	19.58,	-0.76
37824,	5.30,	-0.01,	0.00,	19.57,	-0.71
37834,	6.10,	-0.01,	0.00,	19.57,	-0.64
37844,	7.01,	-0.01,	-0.08,	19.56,	-0.57
37854,	-90.55,	-0.01,	0.08,	19.55,	-1.48
37864,	85.49,	-0.01,	0.03,	19.54,	-0.62
37874,	1.67,	-0.01,	0.02,	19.53,	-0.60
37884,	8.03,	-0.01,	-0.06,	19.53,	-0.52
37894,	-90.37,	-0.01,	0.09,	19.52,	-1.43
37904,	86.16,	-0.01,	0.06,	19.51,	-0.57
37914,	2.47,	-0.01,	-0.05,	19.50,	-0.55
37925,	-89.52,	-0.01,	-0.02,	19.49,	-1.45
37935,	-12.99,	-0.01,	0.10,	19.48,	-1.58
37945,	78.11,	-0.01,	0.04,	19.46,	-0.79
37955,	-0.17,	-0.01,	0.03,	19.46,	-0.79
37965,	5.64,	-0.01,	0.03,	19.45,	-0.74
37975,	6.11,	-0.01,	-0.03,	19.44,	-0.67
37985,	6.64,	-0.01,	-0.09,	19.43,	-0.61
37995,	-91.44,	-0.01,	-0.06,	19.42,	-1.54
38005,	-13.96,	-0.01,	0.05,	19.41,	-1.68
38015,	76.28,	-0.01,	0.09,	19.39,	-0.91
38025,	97.87,	-0.01,	-0.03,	19.39,	0.07
38036,	-72.24,	-0.01,	-0.02,	19.39,	-0.66
38046,	13.22,	-0.01,	0.05,	19.38,	-0.52
38056,	8.91,	-0.01,	0.13,	19.38,	-0.43
38066,	109.11,	-0.01,	0.01,	19.38,	0.67
38076,	-63.67,	-0.01,	-0.05,	19.38,	0.03
38086,	-76.04,	-0.01,	-0.07,	19.38,	-0.75
38096,	-101.15,	-0.01,	0.08,	19.36,	-1.76
38106,	67.43,	-0.01,	0.05,	19.35,	-1.07
38116,	-18.64,	-0.01,	0.02,	19.34,	-1.26
38126,	-14.77,	-0.01,	0.01,	19.33,	-1.41
38137,	-17.38,	-0.01,	0.01,	19.31,	-1.59
38147,	-19.79,	-0.01,	0.05,	19.29,	-1.78
38157,	76.68,	-0.01,	0.03,	19.28,	-1.01
38167,	-2.73,	-0.01,	0.03,	19.27,	-1.04
38177,	2.79,	-0.01,	0.02,	19.26,	-1.01
38187,	2.80,	-0.01,	0.01,	19.25,	-0.98
38197,	3.28,	-0.01,	0.00,	19.24,	-0.95
38207,	3.77,	-0.01,	0.00,	19.23,	-0.91
38217,	4.34,	-0.01,	0.00,	19.22,	-0.87
38227,	4.97,	-0.01,	0.00,	19.21,	-0.82
38237,	5.71,	-0.01,	0.00,	19.20,	-0.76
38248,	6.54,	-0.01,	0.00,	19.20,	-0.69
38258,	7.51,	-0.01,	0.00,	19.19,	-0.62
38268,	8.62,	-0.01,	0.00,	19.18,	-0.53
38278,	9.87,	-0.01,	-0.11,	19.18,	-0.43
38288,	-87.25,	-0.01,	-0.05,	19.17,	-1.30
38298,	-9.95,	-0.01,	0.08,	19.16,	-1.40
38308,	82.52,	-0.01,	0.15,	19.15,	-0.57
38318,	102.94,	-0.01,	-0.10,	19.15,	0.46
38328,	-165.27,	-0.01,	-0.04,	19.14,	-1.21
38338,	-2.49,	-0.01,	-0.03,	19.13,	-1.24
38348,	-15.12,	-0.01,	0.04,	19.12,	-1.39
38359,	82.10,	-0.01,	0.02,	19.11,	-0.56
38369,	4.24,	-0.01,	0.02,	19.10,	-0.52
38379,	10.71,	-0.01,	-0.00,	19.10,	-0.41
38389,	-87.09,	-0.01,	-0.00,	19.09,	-1.28
38399,	-9.38,	-0.01,	0.11,	19.08,	-1.38
38409,	82.64,	-0.01,	0.05,	19.07,	-0.55
38419,	4.50,	-0.01,	-0.06,	19.06,	-0.50
38429,	-88.40,	-0.01,	-0.04,	19.05,	-1.40
38439,	-10.81,	-0.01,	-0.02,	19.04,	-1.50
38449,	-18.18,	-0.01,	0.04,	19.02,	-1.69
38459,	78.88,	-0.01,	0.02,	19.01,	-0.90
38469,	-0.30,	-0.01,	0.01,	19.00,	-0.90
38480,	5.44,	-0.01,	0.00,	18.99,	-0.85
38490,	5.99,	-0.01,	0.00,	18.98,	-0.79
38500,	6.72,	-0.01,	-0.11,	18.97,	-0.72
38510,	-91.49,	-0.01,	0.03,	18.96,	-1.63
38520,	85.46,	-0.01,	0.01,	18.95,	-0.77
38530,	1.18,	-0.01,	0.01,	18.94,	-0.76
38540,	7.64,	-0.01,	-0.07,	18.93,	-0.68
38550,	-91.18,	-0.01,	0.05,	18.92,	-1.61
38560,	84.85,	-0.01,	0.03,	18.91,	-0.75
38570,	1.61,	-0.01,	0.03,	18.90,	-0.74
38580,	8.08,	-0.01,	-0.00,	18.90,	-0.66
38590,	-90.29,	-0.01,	0.07,	18.88,	-1.56
38600,	86.79,	-0.01,	0.05,	18.87,	-0.69
38610,	2.62,	-0.01,	0.02,	18.87,	-0.66
38621,	9.24,	-0.01,	-0.04,	18.86,	-0.57
38631,	-88.71,	-0.01,	-0.03,	18.85,	-1.47
38641,	-11.27,	-0.01,	0.04,	18.84,	-1.58
38651,	80.70,	-0.01,	0.02,	18.82,	-0.76
38661,	2.08,	-0.01,	-0.07,	18.82,	-0.74
38671,	-90.50,	-0.01,	-0.03,	18.80,	-1.65
38681,	-13.87,	-0.01,	0.15,	18.79,	-1.79
38691,	176.49,	-0.01,	0.06,	18.78,	-0.01
38701,	21.79,	-0.01,	-0.04,	18.78,	0.21
38711,	-62.66,	-0.01,	-0.02,	18.78,	-0.41
38721,	18.12,	-0.01,	-0.01,	18.77,	-0.23
38732,	14.96,	-0.01,	-0.08,	18.77,	-0.08
38742,	-81.25,	-0.01,	-0.03,	18.77,	-0.90
38752,	-2.96,	-0.01,	0.10,	18.76,	-0.93
38762,	90.40,	-0.01,	0.06,	18.75,	-0.02
38772,	12.93,	-0.01,	0.06,	18.75,	0.11
38782,	20.70,	-0.01,	-0.06,	18.76,	0.32
38792,	-76.17,	-0.01,	-0.14,	18.76,	-0.44
38802,	-95.29,	-0.01,	-0.12,	18.75,	-1.40
38812,	-24.80,	-0.01,	0.02,	18.73,	-1.65
38822,	65.64,	-0.01,	0.12,	18.72,	-0.99
38832,	84.03,	-0.01,	-0.00,	18.71,	-0.14
38842,	-87.12,	-0.01,	-0.07,	18.71,	-1.02
38853,	-102.76,	-0.01,	0.02,	18.69,	-2.06
38863,	65.45,	-0.01,	0.09,	18.67,	-1.39
38873,	77.49,	-0.01,	0.04,	18.66,	-0.61
38883,	5.22,	-0.01,	0.02,	18.66,	-0.56
38893,	11.40,	-0.01,	0.01,	18.65,	-0.44
38903,	12.70,	-0.01,	-0.05,	18.65,	-0.32
38913,	-84.35,	-0.01,	-0.02,	18.64,	-1.16
38923,	-6.26,	-0.01,	0.07,	18.63,	-1.22
38933,	86.70,	-0.01,	0.03,	18.62,	-0.36
38943,	8.64,	-0.01,	0.01,	18.62,	-0.27
38953,	15.72,	-0.01,	-0.07,	18.62,	-0.11
38963,	-81.94,	-0.01,	-0.04,	18.61,	-0.94
38973,	-2.89,	-0.01,	-0.04,	18.60,	-0.97
38983,	-9.17,	-0.01,	-0.01,	18.59,	-1.06
38994,	87.48,	-0.01,	-0.00,	18.58,	-0.18
39004,	11.24,	-0.01,	-0.00,	18.58,	-0.06
39014,	18.67,	-0.01,	-0.08,	18.58,	0.12
39024,	-78.70,	-0.01,	-0.05,	18.58,	-0.68
39034,	0.97,	-0.01,	0.09,	18.57,	-0.67
39044,	94.78,	-0.01,	0.04,	18.57,	0.29
39054,	17.95,	-0.01,	-0.06,	18.58,	0.46
39064,	-73.33,	-0.01,	-0.04,	18.58,	-0.28
39074,	6.74,	-0.01,	-0.02,	18.57,	-0.21
39084,	1.85,	-0.01,	-0.01,	18.57,	-0.19
39094,	2.55,	-0.01,	0.03,	18.57,	-0.16
39104,	2.93,	-0.01,	0.08,	18.57,	-0.13
39114,	3.40,	-0.01,	-0.04,	18.57,	-0.10
39125,	-95.13,	-0.01,	-0.03,	18.56,	-1.07
39135,	-18.51,	-0.01,	0.07,	18.55,	-1.25
39145,	72.43,	-0.01,	0.03,	18.54,	-0.52
39155,	-7.38,	-0.01,	0.01,	18.54,	-0.59
39165,	-2.53,	-0.01,	0.01,	18.53,	-0.62
39175,	-3.23,	-0.01,	0.01,	18.52,	-0.65
39185,	-3.63,	-0.01,	0.05,	18.52,	-0.69
39195,	93.31,	-0.01,	-0.08,	18.51,	0.26
39206,	-80.57,	-0.01,	0.00,	18.51,	-0.56
39216,	3.48,	-0.01,	0.00,	18.51,	-0.52
39226,	-2.19,	-0.01,	0.05,	18.50,	-0.54
39236,	96.43,	-0.01,	-0.08,	18.50,	0.44
39246,	-78.11,	-0.01,	-0.03,	18.50,	-0.35
39256,	6.58,	-0.01,	-0.01,	18.50,	-0.29
39266,	1.32,	-0.01,	-0.01,	18.50,	-0.27
39276,	1.93,	-0.01,	-0.08,	18.49,	-0.25
39286,	-97.25,	-0.01,	0.04,	18.49,	-1.23
39296,	79.11,	-0.01,	0.03,	18.48,	-0.42
39306,	-6.03,	-0.01,	-0.02,	18.47,	-0.48
39316,	-0.55,	-0.01,	-0.08,	18.47,	-0.49
39327,	-100.43,	-0.01,	0.03,	18.46,	-1.51
39337,	74.75,	-0.01,	0.08,	18.45,	-0.76
39347,	88.80,	-0.01,	0.03,	18.44,	0.14
39357,	17.29,	-0.01,	0.02,	18.45,	0.32
39367,	25.31,	-0.01,	-0.04,	18.45,	0.57
39377,	-70.70,	-0.01,	-0.04,	18.45,	-0.14
39387,	9.73,	-0.01,	-0.04,	18.45,	-0.04
39397,	-92.23,	-0.01,	-0.02,	18.45,	-0.98
39407,	-16.33,	-0.01,	0.04,	18.44,	-1.15
39417,	74.83,	-0.01,	0.02,	18.43,	-0.39
39428,	-4.52,	-0.01,	-0.10,	18.42,	-0.44
39438,	-97.86,	-0.01,	0.07,	18.41,	-1.42
39448,	77.00,	-0.01,	0.11,	18.40,	-0.64
39458,	90.16,	-0.01,	0.00,	18.40,	0.27
39468,	-79.09,	-0.01,	-0.08,	18.40,	-0.52
39478,	-94.08,	-0.01,	0.04,	18.39,	-1.47
39488,	76.27,	-0.01,	0.07,	18.38,	-0.70
39498,	89.41,	-0.01,	-0.03,	18.38,	0.22
39508,	-79.40,	-0.01,	-0.01,	18.38,	-0.58
39518,	4.37,	-0.01,	0.07,	18.37,	-0.54
39528,	98.20,	-0.01,	0.05,	18.37,	0.45
39538,	22.16,	-0.01,	-0.05,	18.37,	0.67
39549,	-68.50,	-0.01,	-0.02,	18.38,	-0.02
39559,	12.24,	-0.01,	-0.09,	18.38,	0.10
39569,	-90.93,	-0.01,	-0.04,	18.37,	-0.81
39579,	-13.25,	-0.01,	-0.04,	18.37,	-0.95
39589,	-20.97,	-0.01,	-0.03,	18.36,	-1.16
39599,	75.99,	-0.01,	-0.02,	18.35,	-0.38
39609,	-3.73,	-0.01,	-0.01,	18.34,	-0.42
39619,	1.81,	-0.01,	-0.00,	18.34,	-0.40
39629,	1.71,	-0.01,	-0.00,	18.34,	-0.38
39639,	2.03,	-0.01,	-0.00,	18.33,	-0.36
39650,	2.37,	-0.01,	-0.00,	18.33,	-0.34
39660,	2.73,	-0.01,	0.08,	18.32,	-0.31
39670,	102.13,	-0.01,	-0.04,	18.33,	0.71
39680,	-72.58,	-0.01,	-0.02,	18.33,	-0.01
39690,	13.33,	-0.01,	-0.06,	18.33,	0.12
39700,	-89.28,	-0.01,	-0.04,	18.33,	-0.79
39710,	-12.19,	-0.01,	0.06,	18.32,	-0.91
39720,	78.93,	-0.01,	0.03,	18.31,	-0.11
39730,	0.77,	-0.01,	0.02,	18.31,	-0.11
39740,	6.75,	-0.01,	-0.04,	18.31,	-0.04
39750,	-92.28,	-0.01,	0.03,	18.31,	-0.98
39761,	83.99,	-0.01,	0.02,	18.30,	-0.13
39771,	0.40,	-0.01,	0.01,	18.30,	-0.12
39781,	6.75,	-0.01,	0.01,	18.30,	-0.05
39791,	7.32,	-0.01,	0.00,	18.30,	0.02
39801,	8.90,	-0.01,	0.00,	18.30,	0.11
39811,	9.82,	-0.01,	-0.11,	18.30,	0.21
39821,	-87.13,	-0.01,	0.03,	18.30,	-0.67
39831,	89.08,	-0.01,	0.02,	18.30,	0.23
39841,	5.84,	-0.01,	0.02,	18.30,	0.29
39852,	12.92,	-0.01,	0.00,	18.30,	0.42
39862,	14.50,	-0.01,	0.00,	18.31,	0.57
39872,	16.61,	-0.01,	-0.11,	18.31,	0.74
39882,	-79.59,	-0.01,	-0.05,	18.32,	-0.06
39892,	-1.06,	-0.01,	0.09,	18.32,	-0.07
39902,	92.66,	-0.01,	-0.02,	18.32,	0.86
39912,	-83.77,	-0.01,	-0.01,	18.33,	0.02
39922,	0.67,	-0.01,	0.00,	18.33,	0.03
